Mês/Ano,Região,Estado,Produto,Quantidade (m³)
11/2021,SUL,Rio Grande do Sul,ÓLEO DE MILHO,154
11/2021,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,2061
11/2021,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,12876
11/2021,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,729
11/2021,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),60993
11/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),82972
11/2021,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),10401
11/2021,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),16226
11/2021,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),3913
11/2021,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),10626
11/2021,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),4637
11/2021,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),656
11/2021,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),77165
11/2021,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),107908
11/2021,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),5597
11/2021,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,13201
11/2021,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,17685
11/2021,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,433
11/2021,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,150
11/2021,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,481
11/2021,SUL,Paraná,OUTROS MATERIAIS GRAXOS,15936
11/2021,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,19095
10/2021,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,639
10/2021,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,111
10/2021,CENTRO OESTE,Goiás,GORDURA BOVINA,2275
10/2021,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,155
10/2021,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,525
10/2021,NORDESTE,Bahia,GORDURA BOVINA,3930
10/2021,NORTE,Rondônia,GORDURA BOVINA,668
10/2021,SUDESTE,São Paulo,GORDURA BOVINA,8927
10/2021,SUL,Paraná,GORDURA BOVINA,6670
10/2021,SUL,Rio Grande do Sul,GORDURA BOVINA,20639
10/2021,SUDESTE,Minas Gerais,GORDURA DE FRANGO,530
10/2021,SUDESTE,São Paulo,GORDURA DE FRANGO,1870
10/2021,SUL,Paraná,GORDURA DE FRANGO,5543
10/2021,SUL,Rio Grande do Sul,GORDURA DE FRANGO,208
10/2021,CENTRO OESTE,Goiás,GORDURA DE PORCO,1696
10/2021,SUDESTE,Minas Gerais,GORDURA DE PORCO,568
10/2021,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,4251
10/2021,SUDESTE,São Paulo,GORDURA DE PORCO,2814
10/2021,SUL,Paraná,GORDURA DE PORCO,704
10/2021,SUL,Rio Grande do Sul,GORDURA DE PORCO,1886
10/2021,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1635
10/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),6373
10/2021,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),3424
10/2021,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),1210
10/2021,NORTE,Tocantins,ÓLEO DE FRITURA USADO,7
10/2021,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,6485
10/2021,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,2820
10/2021,SUL,Paraná,ÓLEO DE FRITURA USADO,207
10/2021,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,2738
10/2021,SUDESTE,São Paulo,ÓLEO DE MILHO,74
10/2021,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,3875
10/2021,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,10419
10/2021,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,668
10/2021,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),74428
10/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),73150
10/2021,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),25499
10/2021,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),19684
10/2021,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),4683
10/2021,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),13496
10/2021,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),4511
10/2021,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),2039
10/2021,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),679
10/2021,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),82245
10/2021,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),132064
10/2021,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),9106
10/2021,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,12667
10/2021,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,28778
10/2021,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,798
10/2021,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,597
10/2021,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,925
10/2021,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,1243
10/2021,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,164
10/2021,SUL,Paraná,OUTROS MATERIAIS GRAXOS,11375
10/2021,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,17945
09/2021,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE PALMA / DENDÊ,157
09/2021,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,499
09/2021,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,287
09/2021,CENTRO OESTE,Goiás,GORDURA BOVINA,3333
09/2021,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,228
09/2021,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,1065
09/2021,NORDESTE,Bahia,GORDURA BOVINA,5389
09/2021,NORTE,Rondônia,GORDURA BOVINA,796
09/2021,SUDESTE,Minas Gerais,GORDURA BOVINA,2040
09/2021,SUDESTE,São Paulo,GORDURA BOVINA,10025
09/2021,SUL,Paraná,GORDURA BOVINA,6056
09/2021,SUL,Rio Grande do Sul,GORDURA BOVINA,14185
09/2021,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,114
09/2021,SUDESTE,Minas Gerais,GORDURA DE FRANGO,687
09/2021,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,71
09/2021,SUDESTE,São Paulo,GORDURA DE FRANGO,1195
09/2021,SUL,Paraná,GORDURA DE FRANGO,5286
09/2021,SUL,Rio Grande do Sul,GORDURA DE FRANGO,37
09/2021,CENTRO OESTE,Goiás,GORDURA DE PORCO,3210
09/2021,SUDESTE,Minas Gerais,GORDURA DE PORCO,571
09/2021,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,3997
09/2021,SUDESTE,São Paulo,GORDURA DE PORCO,1844
09/2021,SUL,Paraná,GORDURA DE PORCO,1875
09/2021,SUL,Rio Grande do Sul,GORDURA DE PORCO,2674
09/2021,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1597
09/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),4863
09/2021,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),3531
09/2021,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,99
09/2021,NORTE,Tocantins,ÓLEO DE FRITURA USADO,5
09/2021,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,80
09/2021,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,5849
09/2021,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,2297
09/2021,SUL,Paraná,ÓLEO DE FRITURA USADO,342
09/2021,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,2664
09/2021,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,3719
09/2021,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,8117
09/2021,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,174
09/2021,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),68833
09/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),64064
09/2021,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),26476
09/2021,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),20670
09/2021,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),2392
09/2021,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),11275
09/2021,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),4109
09/2021,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),1369
09/2021,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),2669
09/2021,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),75046
09/2021,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),119024
09/2021,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),8114
09/2021,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,9302
09/2021,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,23766
09/2021,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,1805
09/2021,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,480
09/2021,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,228
09/2021,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,181
09/2021,SUL,Paraná,OUTROS MATERIAIS GRAXOS,11828
09/2021,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,22434
08/2021,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,640
08/2021,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,177
08/2021,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,82
08/2021,CENTRO OESTE,Goiás,GORDURA BOVINA,4028
08/2021,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,432
08/2021,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,679
08/2021,NORDESTE,Bahia,GORDURA BOVINA,3319
08/2021,NORTE,Rondônia,GORDURA BOVINA,167
08/2021,SUDESTE,São Paulo,GORDURA BOVINA,5538
08/2021,SUL,Paraná,GORDURA BOVINA,6619
08/2021,SUL,Rio Grande do Sul,GORDURA BOVINA,11356
08/2021,CENTRO OESTE,Goiás,GORDURA DE FRANGO,186
08/2021,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,81
08/2021,SUDESTE,Minas Gerais,GORDURA DE FRANGO,381
08/2021,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,150
08/2021,SUDESTE,São Paulo,GORDURA DE FRANGO,1306
08/2021,SUL,Paraná,GORDURA DE FRANGO,3288
08/2021,CENTRO OESTE,Goiás,GORDURA DE PORCO,4627
08/2021,SUDESTE,Minas Gerais,GORDURA DE PORCO,454
08/2021,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,3610
08/2021,SUDESTE,São Paulo,GORDURA DE PORCO,1373
08/2021,SUL,Paraná,GORDURA DE PORCO,3102
08/2021,SUL,Rio Grande do Sul,GORDURA DE PORCO,1735
08/2021,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1146
08/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),4743
08/2021,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,195
08/2021,NORTE,Tocantins,ÓLEO DE FRITURA USADO,4
08/2021,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,3954
08/2021,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,2270
08/2021,SUL,Paraná,ÓLEO DE FRITURA USADO,460
08/2021,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,1971
08/2021,CENTRO OESTE,Goiás,ÓLEO DE MILHO,114
08/2021,SUDESTE,Rio de Janeiro,ÓLEO DE MILHO,185
08/2021,SUDESTE,São Paulo,ÓLEO DE MILHO,250
08/2021,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,4114
08/2021,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,5943
08/2021,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),81103
08/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),89141
08/2021,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),25826
08/2021,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),15577
08/2021,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),1851
08/2021,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),5407
08/2021,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),937
08/2021,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),1173
08/2021,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),3702
08/2021,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),80984
08/2021,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),126784
08/2021,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),3691
08/2021,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,9513
08/2021,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,14535
08/2021,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,184
08/2021,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,9391
08/2021,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,143
08/2021,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,527
08/2021,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,502
08/2021,SUL,Paraná,OUTROS MATERIAIS GRAXOS,13936
08/2021,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,17933
07/2021,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,459
07/2021,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,276
07/2021,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,90
07/2021,CENTRO OESTE,Goiás,GORDURA BOVINA,3990
07/2021,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,317
07/2021,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,48
07/2021,NORDESTE,Bahia,GORDURA BOVINA,5115
07/2021,SUDESTE,Minas Gerais,GORDURA BOVINA,496
07/2021,SUDESTE,São Paulo,GORDURA BOVINA,6345
07/2021,SUL,Paraná,GORDURA BOVINA,9192
07/2021,SUL,Rio Grande do Sul,GORDURA BOVINA,7566
07/2021,CENTRO OESTE,Goiás,GORDURA DE FRANGO,37
07/2021,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,38
07/2021,SUDESTE,Minas Gerais,GORDURA DE FRANGO,267
07/2021,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,185
07/2021,SUDESTE,São Paulo,GORDURA DE FRANGO,1264
07/2021,SUL,Paraná,GORDURA DE FRANGO,1359
07/2021,SUL,Rio Grande do Sul,GORDURA DE FRANGO,97
07/2021,CENTRO OESTE,Goiás,GORDURA DE PORCO,2372
07/2021,SUDESTE,Minas Gerais,GORDURA DE PORCO,225
07/2021,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,5483
07/2021,SUDESTE,São Paulo,GORDURA DE PORCO,1536
07/2021,SUL,Paraná,GORDURA DE PORCO,2865
07/2021,SUL,Rio Grande do Sul,GORDURA DE PORCO,3412
07/2021,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),972
07/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),5121
07/2021,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,315
07/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,40
07/2021,NORTE,Tocantins,ÓLEO DE FRITURA USADO,1
07/2021,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,2256
07/2021,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,3212
07/2021,SUL,Paraná,ÓLEO DE FRITURA USADO,1033
07/2021,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,2513
07/2021,CENTRO OESTE,Goiás,ÓLEO DE MILHO,245
07/2021,SUDESTE,Rio de Janeiro,ÓLEO DE MILHO,108
07/2021,SUDESTE,São Paulo,ÓLEO DE MILHO,2
07/2021,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,3571
07/2021,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,5670
07/2021,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,66
07/2021,SUDESTE,São Paulo,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,107
07/2021,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),74319
07/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),96327
07/2021,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),24685
07/2021,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),14540
07/2021,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),1743
07/2021,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),10422
07/2021,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),618
07/2021,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),2229
07/2021,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),3169
07/2021,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),75710
07/2021,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),127155
07/2021,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),2994
07/2021,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,6038
07/2021,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,15152
07/2021,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,994
07/2021,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,4155
07/2021,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,124
07/2021,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,685
07/2021,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,165
07/2021,SUL,Paraná,OUTROS MATERIAIS GRAXOS,14727
07/2021,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,18899
06/2021,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,551
06/2021,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,763
06/2021,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,39
06/2021,CENTRO OESTE,Goiás,GORDURA BOVINA,5321
06/2021,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,141
06/2021,NORDESTE,Bahia,GORDURA BOVINA,5126
06/2021,SUDESTE,Minas Gerais,GORDURA BOVINA,2977
06/2021,SUDESTE,São Paulo,GORDURA BOVINA,7855
06/2021,SUL,Paraná,GORDURA BOVINA,4297
06/2021,SUL,Rio Grande do Sul,GORDURA BOVINA,8676
06/2021,SUDESTE,Minas Gerais,GORDURA DE FRANGO,341
06/2021,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,36
06/2021,SUDESTE,São Paulo,GORDURA DE FRANGO,499
06/2021,SUL,Paraná,GORDURA DE FRANGO,1060
06/2021,SUL,Rio Grande do Sul,GORDURA DE FRANGO,260
06/2021,CENTRO OESTE,Goiás,GORDURA DE PORCO,1691
06/2021,SUDESTE,Minas Gerais,GORDURA DE PORCO,113
06/2021,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,3441
06/2021,SUDESTE,São Paulo,GORDURA DE PORCO,510
06/2021,SUL,Paraná,GORDURA DE PORCO,1063
06/2021,SUL,Rio Grande do Sul,GORDURA DE PORCO,2145
06/2021,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),900
06/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),4651
06/2021,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,101
06/2021,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,84
06/2021,NORTE,Tocantins,ÓLEO DE FRITURA USADO,4
06/2021,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,38
06/2021,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,3591
06/2021,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,1848
06/2021,SUL,Paraná,ÓLEO DE FRITURA USADO,438
06/2021,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,1359
06/2021,CENTRO OESTE,Goiás,ÓLEO DE MILHO,180
06/2021,SUDESTE,Rio de Janeiro,ÓLEO DE MILHO,110
06/2021,SUDESTE,São Paulo,ÓLEO DE MILHO,423
06/2021,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,3393
06/2021,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,6964
06/2021,SUDESTE,São Paulo,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,56
06/2021,SUL,Paraná,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,142
06/2021,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),67944
06/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),88051
06/2021,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),14090
06/2021,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),8618
06/2021,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),5596
06/2021,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),13144
06/2021,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),1957
06/2021,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),3438
06/2021,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),5584
06/2021,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),76479
06/2021,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),96931
06/2021,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),10506
06/2021,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,4910
06/2021,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,16268
06/2021,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,3027
06/2021,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,352
06/2021,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,2189
06/2021,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,484
06/2021,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,146
06/2021,SUL,Paraná,OUTROS MATERIAIS GRAXOS,14493
06/2021,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,18917
05/2021,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,602
05/2021,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,344
05/2021,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,217
05/2021,CENTRO OESTE,Goiás,GORDURA BOVINA,6392
05/2021,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,369
05/2021,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,7
05/2021,NORDESTE,Bahia,GORDURA BOVINA,3563
05/2021,SUDESTE,Minas Gerais,GORDURA BOVINA,3855
05/2021,SUDESTE,São Paulo,GORDURA BOVINA,6052
05/2021,SUL,Paraná,GORDURA BOVINA,5954
05/2021,SUL,Rio Grande do Sul,GORDURA BOVINA,12012
05/2021,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,15
05/2021,SUDESTE,Minas Gerais,GORDURA DE FRANGO,266
05/2021,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,408
05/2021,SUDESTE,São Paulo,GORDURA DE FRANGO,595
05/2021,SUL,Paraná,GORDURA DE FRANGO,379
05/2021,SUL,Rio Grande do Sul,GORDURA DE FRANGO,219
05/2021,CENTRO OESTE,Goiás,GORDURA DE PORCO,1942
05/2021,CENTRO OESTE,Mato Grosso,GORDURA DE PORCO,49
05/2021,SUDESTE,Minas Gerais,GORDURA DE PORCO,76
05/2021,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,5359
05/2021,SUDESTE,São Paulo,GORDURA DE PORCO,517
05/2021,SUL,Paraná,GORDURA DE PORCO,1020
05/2021,SUL,Rio Grande do Sul,GORDURA DE PORCO,3136
05/2021,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),990
05/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),2931
05/2021,SUDESTE,São Paulo,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),15
05/2021,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,362
05/2021,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,52
